customer_id,tenure_months,contract,monthly_charges,total_charges,tech_support,internet_service,payment_method,paperless_billing,support_tickets,churn
CUST-03316,3,One Year,34.15,101.86,Yes,DSL,Credit Card,No,0,0
CUST-03317,41,Month-to-Month,58.32,2284.44,No,Fiber Optic,Electronic Check,No,2,0
CUST-03318,61,Month-to-Month,67.29,4003.9,Yes,DSL,Mailed Check,No,1,0
CUST-03319,31,Month-to-Month,56.11,1669.69,Yes,DSL,Electronic Check,Yes,0,1
CUST-03320,23,Month-to-Month,78.78,1798.26,No,DSL,Credit Card,Yes,2,1
CUST-03321,20,Month-to-Month,55.79,1101.16,No,DSL,Bank Transfer,Yes,0,1
CUST-03322,28,One Year,47.14,1222.43,Yes,Fiber Optic,Bank Transfer,Yes,2,0
CUST-03323,21,Two Year,85.32,1771.06,No,Fiber Optic,Credit Card,No,1,0
CUST-03324,67,One Year,104.23,6494.6,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-03325,72,Two Year,42.32,2876.7,No,Fiber Optic,Credit Card,No,0,0
CUST-03326,25,Month-to-Month,76.09,1873.95,Yes,Fiber Optic,Electronic Check,No,1,1
CUST-03327,67,Two Year,22.37,1397.47,Yes,Fiber Optic,Electronic Check,No,4,0
CUST-03328,62,Month-to-Month,33.14,1908.96,No,No,Mailed Check,No,2,0
CUST-03329,6,Month-to-Month,55.28,320.69,No,Fiber Optic,Credit Card,Yes,2,1
CUST-03330,36,Two Year,98.37,3541.21,No,Fiber Optic,Electronic Check,No,2,0
CUST-03331,48,Month-to-Month,50.53,2214.68,Yes,Fiber Optic,Mailed Check,No,1,0
CUST-03332,31,Month-to-Month,49.6,1491.64,Yes,Fiber Optic,Credit Card,Yes,2,1
CUST-03333,33,Month-to-Month,70.9,2229.02,Yes,DSL,Electronic Check,Yes,1,0
CUST-03334,36,Month-to-Month,70.93,2402.98,No,No,Bank Transfer,Yes,2,1
CUST-03335,50,Month-to-Month,50.37,2455.5,No,No,Electronic Check,Yes,1,0
CUST-03336,22,Month-to-Month,119.66,2515.33,Yes,No,Electronic Check,No,1,0
CUST-03337,43,Two Year,63.37,2669.82,No,DSL,Electronic Check,Yes,1,0
CUST-03338,18,Month-to-Month,72.84,1277.54,No,DSL,Credit Card,Yes,1,1
CUST-03339,65,Month-to-Month,59.96,3891.6,Yes,DSL,Electronic Check,Yes,0,0
CUST-03340,7,Month-to-Month,81.0,556.28,Yes,No,Mailed Check,No,1,0
CUST-03341,5,Two Year,100.87,457.28,No,Fiber Optic,Bank Transfer,Yes,0,0
CUST-03342,3,Month-to-Month,111.59,327.39,No,Fiber Optic,Mailed Check,Yes,1,1
CUST-03343,26,Month-to-Month,50.94,1278.05,Yes,No,Mailed Check,No,1,0
CUST-03344,44,Month-to-Month,97.52,3900.32,Yes,DSL,Mailed Check,Yes,1,0
CUST-03345,71,One Year,83.74,5710.98,No,Fiber Optic,Credit Card,Yes,1,0
CUST-03346,33,One Year,94.36,3036.28,Yes,Fiber Optic,Credit Card,Yes,0,0
CUST-03347,14,One Year,67.7,871.71,No,DSL,Electronic Check,No,1,0
CUST-03348,27,One Year,65.32,1663.98,No,Fiber Optic,Bank Transfer,Yes,3,1
CUST-03349,10,Month-to-Month,93.39,891.17,Yes,Fiber Optic,Mailed Check,Yes,4,0
CUST-03350,34,Month-to-Month,93.87,3004.28,No,Fiber Optic,Mailed Check,No,1,0
CUST-03351,53,Month-to-Month,109.14,5712.7,No,No,Mailed Check,Yes,1,0
CUST-03352,3,Month-to-Month,74.96,206.19,No,DSL,Credit Card,Yes,1,1
CUST-03353,56,Month-to-Month,67.33,3684.35,Yes,Fiber Optic,Credit Card,Yes,0,0
CUST-03354,17,Month-to-Month,15.0,249.34,No,No,Bank Transfer,No,2,1
CUST-03355,49,Month-to-Month,29.72,1375.9,No,DSL,Electronic Check,No,2,0
CUST-03356,59,One Year,60.14,3384.85,Yes,Fiber Optic,Bank Transfer,No,2,0
CUST-03357,56,Month-to-Month,42.47,2177.01,Yes,No,Mailed Check,Yes,0,0
CUST-03358,49,One Year,90.35,4070.83,No,DSL,Mailed Check,Yes,0,1
CUST-03359,50,One Year,37.25,1775.27,Yes,DSL,Credit Card,No,3,0
CUST-03360,14,Month-to-Month,57.47,742.2,Yes,DSL,Credit Card,Yes,2,0
CUST-03361,10,Month-to-Month,58.45,573.19,Yes,DSL,Credit Card,No,3,1
CUST-03362,28,One Year,100.12,2695.77,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-03363,44,One Year,54.79,2183.32,No,DSL,Bank Transfer,Yes,3,0
CUST-03364,45,Month-to-Month,81.31,3424.0,Yes,Fiber Optic,Electronic Check,No,0,0
CUST-03365,56,Month-to-Month,74.89,4134.47,Yes,Fiber Optic,Credit Card,Yes,0,1
CUST-03366,23,One Year,92.58,1975.48,No,DSL,Mailed Check,Yes,3,0
CUST-03367,63,One Year,91.26,5588.24,No,Fiber Optic,Electronic Check,Yes,0,0
CUST-03368,33,Month-to-Month,69.16,2075.46,Yes,DSL,Electronic Check,Yes,2,0
CUST-03369,18,Month-to-Month,27.59,493.17,No,Fiber Optic,Credit Card,Yes,1,1
CUST-03370,53,Two Year,64.21,3215.74,No,DSL,Electronic Check,No,0,1
CUST-03371,10,Month-to-Month,69.5,659.66,Yes,DSL,Bank Transfer,Yes,1,1
CUST-03372,30,Two Year,77.15,2214.94,Yes,No,Bank Transfer,Yes,2,0
CUST-03373,57,Month-to-Month,51.56,2751.84,No,Fiber Optic,Electronic Check,No,1,1
CUST-03374,56,Month-to-Month,98.52,5365.56,No,Fiber Optic,Credit Card,Yes,2,1
CUST-03375,19,Month-to-Month,70.34,1204.76,Yes,Fiber Optic,Credit Card,Yes,0,0
CUST-03376,12,Month-to-Month,46.99,516.64,No,Fiber Optic,Electronic Check,Yes,0,1
CUST-03377,3,Two Year,58.54,161.37,No,DSL,Electronic Check,No,0,0
CUST-03378,7,Month-to-Month,118.21,797.3,No,Fiber Optic,Bank Transfer,Yes,1,1
CUST-03379,60,Two Year,86.61,5139.75,No,No,Electronic Check,Yes,0,0
CUST-03380,57,Month-to-Month,96.21,4970.47,No,No,Electronic Check,Yes,1,0
CUST-03381,37,Two Year,43.96,1602.52,No,Fiber Optic,Credit Card,Yes,1,0
CUST-03382,42,Two Year,52.78,2176.75,Yes,Fiber Optic,Electronic Check,Yes,3,0
CUST-03383,24,One Year,52.96,1153.68,No,Fiber Optic,Mailed Check,Yes,0,0
CUST-03384,14,Month-to-Month,74.61,955.05,Yes,Fiber Optic,Electronic Check,Yes,2,1
CUST-03385,1,One Year,65.65,61.38,No,DSL,Electronic Check,Yes,1,0
CUST-03386,49,Month-to-Month,57.76,2579.67,Yes,Fiber Optic,Mailed Check,Yes,0,0
CUST-03387,3,Two Year,60.9,178.28,No,DSL,Electronic Check,Yes,3,0
CUST-03388,8,Month-to-Month,50.15,381.3,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-03389,58,Month-to-Month,65.5,3575.15,Yes,Fiber Optic,Credit Card,No,0,0
CUST-03390,42,Month-to-Month,97.83,3995.84,No,DSL,Mailed Check,No,0,1
CUST-03391,36,One Year,32.17,1076.23,No,Fiber Optic,Credit Card,Yes,0,0
CUST-03392,16,Two Year,78.66,1242.39,No,DSL,Electronic Check,Yes,6,0
CUST-03393,11,Month-to-Month,104.5,1109.72,No,DSL,Mailed Check,Yes,0,0
CUST-03394,34,One Year,65.42,2078.92,No,Fiber Optic,Credit Card,No,0,0
CUST-03395,26,Two Year,56.78,1408.35,Yes,Fiber Optic,Bank Transfer,No,2,0
CUST-03396,39,Month-to-Month,93.11,3362.37,No,No,Credit Card,Yes,2,1
CUST-03397,12,Month-to-Month,45.39,543.86,No,Fiber Optic,Bank Transfer,No,2,1
CUST-03398,17,One Year,69.43,1113.69,Yes,No,Credit Card,Yes,0,0
CUST-03399,9,One Year,44.0,391.91,No,DSL,Electronic Check,No,2,1
CUST-03400,31,Month-to-Month,23.25,719.17,No,Fiber Optic,Electronic Check,No,0,0
CUST-03401,20,Two Year,66.2,1262.54,Yes,Fiber Optic,Mailed Check,Yes,1,0
CUST-03402,17,Month-to-Month,38.42,635.5,Yes,Fiber Optic,Credit Card,No,3,1
CUST-03403,40,Two Year,69.71,2669.13,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-03404,36,Two Year,97.88,3203.58,Yes,DSL,Electronic Check,No,1,0
CUST-03405,16,Two Year,116.36,1852.9,No,Fiber Optic,Credit Card,Yes,2,0
CUST-03406,51,Month-to-Month,72.34,3488.87,Yes,Fiber Optic,Bank Transfer,Yes,1,0
CUST-03407,25,Month-to-Month,95.48,2361.71,No,DSL,Mailed Check,Yes,1,0
CUST-03408,25,Month-to-Month,79.97,1930.4,No,Fiber Optic,Electronic Check,Yes,2,0
CUST-03409,35,Month-to-Month,60.42,1925.47,No,No,Bank Transfer,Yes,1,1
CUST-03410,11,One Year,21.88,226.65,No,DSL,Credit Card,Yes,1,1
CUST-03411,31,Month-to-Month,110.66,3154.6,No,Fiber Optic,Bank Transfer,Yes,2,0
CUST-03412,42,Month-to-Month,43.77,1685.73,Yes,No,Electronic Check,No,2,0
CUST-03413,10,Month-to-Month,104.57,1015.91,Yes,DSL,Mailed Check,Yes,0,0
CUST-03414,41,Month-to-Month,83.42,3088.47,Yes,DSL,Mailed Check,Yes,3,0
CUST-03415,3,Month-to-Month,45.6,136.34,Yes,Fiber Optic,Credit Card,Yes,2,0
CUST-03416,44,One Year,77.8,3234.9,Yes,Fiber Optic,Bank Transfer,Yes,1,0
CUST-03417,3,One Year,123.32,351.08,No,Fiber Optic,Credit Card,Yes,2,1
CUST-03418,13,Month-to-Month,108.39,1310.35,No,Fiber Optic,Mailed Check,Yes,2,1
CUST-03419,26,Two Year,57.18,1350.74,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-03420,45,Two Year,52.2,2252.28,Yes,Fiber Optic,Bank Transfer,Yes,2,0
CUST-03421,52,Month-to-Month,72.51,3523.46,Yes,DSL,Bank Transfer,Yes,1,0
CUST-03422,34,One Year,65.86,2155.06,No,Fiber Optic,Electronic Check,No,2,1
CUST-03423,10,Month-to-Month,99.99,955.48,Yes,DSL,Bank Transfer,No,2,1
CUST-03424,28,Month-to-Month,88.49,2283.69,Yes,No,Electronic Check,No,0,1
CUST-03425,57,Month-to-Month,27.69,1493.36,Yes,DSL,Bank Transfer,No,3,0
CUST-03426,7,Month-to-Month,81.47,530.83,No,DSL,Bank Transfer,Yes,0,1
CUST-03427,52,Two Year,65.52,3148.01,Yes,Fiber Optic,Electronic Check,No,1,0
CUST-03428,28,Two Year,70.93,1940.3,No,DSL,Credit Card,No,3,0
CUST-03429,1,Two Year,76.22,68.69,No,Fiber Optic,Mailed Check,No,1,0
CUST-03430,51,One Year,99.97,4725.71,No,No,Mailed Check,Yes,3,0
CUST-03431,2,One Year,94.44,180.02,Yes,Fiber Optic,Credit Card,Yes,2,0
CUST-03432,27,Two Year,51.26,1311.52,No,DSL,Credit Card,No,1,0
CUST-03433,15,Month-to-Month,68.53,1021.8,Yes,DSL,Mailed Check,Yes,2,0
CUST-03434,43,Month-to-Month,58.79,2488.45,No,Fiber Optic,Bank Transfer,Yes,3,1
CUST-03435,5,One Year,27.95,136.28,No,Fiber Optic,Mailed Check,Yes,1,0
CUST-03436,7,Month-to-Month,67.27,448.01,Yes,DSL,Credit Card,Yes,2,0
CUST-03437,39,Month-to-Month,116.12,4270.05,Yes,DSL,Electronic Check,Yes,0,0
CUST-03438,72,Month-to-Month,27.2,1769.72,No,No,Mailed Check,No,1,0
CUST-03439,3,One Year,69.4,204.49,No,DSL,Electronic Check,No,1,0
CUST-03440,34,Month-to-Month,68.6,2199.62,Yes,Fiber Optic,Credit Card,No,1,0
CUST-03441,58,Month-to-Month,77.19,4173.02,No,DSL,Credit Card,No,2,0
CUST-03442,21,Month-to-Month,45.93,926.59,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-03443,36,Month-to-Month,34.37,1206.9,No,Fiber Optic,Bank Transfer,Yes,2,0
CUST-03444,61,Two Year,35.54,2064.54,No,DSL,Mailed Check,No,1,0
CUST-03445,53,Month-to-Month,103.27,5007.85,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-03446,22,One Year,45.43,991.63,Yes,DSL,Electronic Check,Yes,2,0
CUST-03447,55,One Year,57.51,2882.44,Yes,No,Credit Card,No,1,0
CUST-03448,49,Month-to-Month,122.62,5990.1,No,Fiber Optic,Electronic Check,No,0,1
CUST-03449,37,Two Year,51.64,1804.16,Yes,DSL,Mailed Check,Yes,0,0
CUST-03450,32,One Year,78.56,2500.5,Yes,Fiber Optic,Credit Card,No,2,1
CUST-03451,67,One Year,96.6,6416.96,No,No,Electronic Check,No,3,0
CUST-03452,63,Month-to-Month,95.39,5652.76,Yes,Fiber Optic,Mailed Check,No,1,0
CUST-03453,72,Month-to-Month,36.71,2590.26,Yes,Fiber Optic,Credit Card,No,3,0
CUST-03454,49,Two Year,52.17,2323.65,No,Fiber Optic,Credit Card,Yes,0,0
CUST-03455,26,One Year,77.56,1831.59,No,DSL,Electronic Check,No,0,0
CUST-03456,8,Two Year,118.23,884.92,No,Fiber Optic,Electronic Check,No,0,0
CUST-03457,10,Two Year,50.96,489.71,Yes,DSL,Bank Transfer,Yes,1,0
CUST-03458,69,Month-to-Month,57.66,3584.39,No,Fiber Optic,Electronic Check,No,0,1
CUST-03459,27,One Year,80.49,2067.87,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-03460,8,Month-to-Month,85.49,682.25,Yes,DSL,Electronic Check,Yes,1,1
CUST-03461,17,One Year,87.01,1458.23,No,No,Credit Card,Yes,3,1
CUST-03462,2,Month-to-Month,48.84,90.18,Yes,Fiber Optic,Mailed Check,Yes,2,1
CUST-03463,39,Month-to-Month,56.7,2106.94,Yes,DSL,Mailed Check,Yes,1,0
CUST-03464,43,One Year,75.39,2973.16,No,Fiber Optic,Credit Card,No,0,0
CUST-03465,28,One Year,101.56,2634.17,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-03466,54,One Year,64.04,3431.53,No,DSL,Bank Transfer,No,1,0
CUST-03467,35,Month-to-Month,69.44,2429.86,Yes,Fiber Optic,Credit Card,Yes,0,1
CUST-03468,70,Month-to-Month,44.35,2869.35,Yes,No,Bank Transfer,No,0,0
CUST-03469,55,Two Year,116.58,5906.69,Yes,DSL,Electronic Check,Yes,0,0
CUST-03470,6,Month-to-Month,73.86,415.86,Yes,No,Credit Card,No,1,0
CUST-03471,20,Month-to-Month,96.94,1831.36,No,Fiber Optic,Electronic Check,No,4,1
CUST-03472,55,One Year,70.75,3536.85,No,DSL,Mailed Check,No,2,0
CUST-03473,39,Month-to-Month,72.13,2573.31,No,Fiber Optic,Electronic Check,Yes,1,1
CUST-03474,55,One Year,32.49,1684.17,Yes,Fiber Optic,Bank Transfer,Yes,2,0
CUST-03475,25,Month-to-Month,16.23,374.73,No,Fiber Optic,Electronic Check,No,3,1
CUST-03476,3,Two Year,101.3,299.19,Yes,Fiber Optic,Electronic Check,Yes,0,0
CUST-03477,57,Two Year,71.95,3999.26,Yes,DSL,Mailed Check,Yes,3,0
CUST-03478,57,Two Year,75.16,4085.48,Yes,DSL,Electronic Check,Yes,0,0
CUST-03479,47,One Year,38.77,1718.8,Yes,Fiber Optic,Credit Card,No,1,0
CUST-03480,30,Month-to-Month,47.42,1398.56,Yes,Fiber Optic,Mailed Check,No,2,1
CUST-03481,1,One Year,96.56,88.51,No,No,Bank Transfer,No,0,1
CUST-03482,53,Two Year,113.5,5947.76,Yes,No,Electronic Check,Yes,4,0
CUST-03483,48,One Year,54.47,2365.94,Yes,No,Credit Card,No,1,0
CUST-03484,49,One Year,86.79,4220.13,Yes,Fiber Optic,Electronic Check,No,0,0
CUST-03485,13,One Year,74.75,888.06,No,DSL,Mailed Check,No,1,0
CUST-03486,53,One Year,66.99,3483.76,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-03487,53,One Year,116.3,5558.63,Yes,DSL,Credit Card,No,3,0
CUST-03488,62,Month-to-Month,58.67,3570.27,No,DSL,Bank Transfer,No,0,0
CUST-03489,41,Month-to-Month,101.02,3969.55,No,DSL,Electronic Check,No,0,1
CUST-03490,53,One Year,79.54,3802.08,Yes,No,Electronic Check,Yes,1,0
CUST-03491,29,Month-to-Month,69.58,1972.26,Yes,Fiber Optic,Mailed Check,No,2,0
CUST-03492,51,Two Year,104.3,4841.39,No,DSL,Electronic Check,No,1,0
CUST-03493,50,One Year,77.25,3684.79,Yes,No,Bank Transfer,Yes,2,0
CUST-03494,57,Month-to-Month,67.59,3595.28,Yes,Fiber Optic,Electronic Check,No,1,1
CUST-03495,62,Two Year,104.49,6322.36,No,Fiber Optic,Electronic Check,No,4,0
CUST-03496,1,One Year,101.23,99.74,Yes,DSL,Credit Card,No,2,0
CUST-03497,57,One Year,100.05,5397.34,No,DSL,Mailed Check,Yes,1,0
CUST-03498,58,Month-to-Month,15.0,848.94,No,DSL,Electronic Check,Yes,1,0
CUST-03499,40,Two Year,81.0,3212.99,No,Fiber Optic,Mailed Check,Yes,0,0
CUST-03500,38,Month-to-Month,75.3,2772.47,No,Fiber Optic,Credit Card,Yes,1,1
CUST-03501,53,One Year,69.13,3415.47,No,DSL,Credit Card,Yes,2,0
CUST-03502,33,Month-to-Month,85.24,2661.95,Yes,DSL,Bank Transfer,No,2,1
CUST-03503,30,One Year,76.51,2118.56,No,Fiber Optic,Credit Card,Yes,1,0
CUST-03504,58,One Year,86.95,4769.97,Yes,No,Electronic Check,Yes,1,1
CUST-03505,57,One Year,63.3,3336.01,Yes,DSL,Electronic Check,Yes,0,0
CUST-03506,15,Month-to-Month,107.45,1580.68,No,Fiber Optic,Electronic Check,No,1,1
CUST-03507,60,Two Year,89.47,5158.8,No,No,Electronic Check,No,2,0
CUST-03508,24,One Year,83.56,1931.89,No,Fiber Optic,Credit Card,Yes,1,0
CUST-03509,10,Month-to-Month,82.34,750.14,No,Fiber Optic,Electronic Check,Yes,0,0
CUST-03510,64,Two Year,98.93,5699.29,Yes,Fiber Optic,Mailed Check,Yes,2,0
CUST-03511,18,One Year,95.54,1683.47,No,No,Electronic Check,No,1,0
CUST-03512,15,Two Year,67.18,961.58,Yes,Fiber Optic,Credit Card,No,1,0
CUST-03513,20,Two Year,94.76,1882.23,Yes,DSL,Credit Card,No,2,1
CUST-03514,36,Two Year,74.35,2552.74,Yes,DSL,Bank Transfer,No,2,0
CUST-03515,12,One Year,117.92,1303.91,No,DSL,Mailed Check,No,3,1
CUST-03516,12,One Year,97.44,1134.02,No,DSL,Credit Card,Yes,1,0
CUST-03517,29,Month-to-Month,54.36,1529.3,No,Fiber Optic,Credit Card,Yes,2,0
CUST-03518,16,Month-to-Month,128.27,1860.54,No,DSL,Bank Transfer,Yes,2,1
CUST-03519,14,One Year,17.45,236.82,Yes,Fiber Optic,Bank Transfer,Yes,0,0
CUST-03520,66,Month-to-Month,85.93,5224.77,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-03521,43,Two Year,52.59,2092.79,Yes,Fiber Optic,Bank Transfer,Yes,2,0
CUST-03522,1,Month-to-Month,117.05,105.71,Yes,DSL,Credit Card,Yes,2,1
CUST-03523,8,Month-to-Month,76.32,587.81,No,DSL,Electronic Check,Yes,1,1
CUST-03524,59,Month-to-Month,50.16,2880.05,Yes,DSL,Electronic Check,No,3,0
CUST-03525,20,Month-to-Month,63.34,1169.32,No,No,Electronic Check,Yes,0,1
CUST-03526,11,Month-to-Month,52.15,561.75,Yes,DSL,Credit Card,Yes,0,0
CUST-03527,48,Month-to-Month,62.36,2922.05,Yes,DSL,Mailed Check,Yes,2,1
CUST-03528,61,Two Year,61.78,3546.15,No,DSL,Credit Card,Yes,0,0
CUST-03529,29,Month-to-Month,51.22,1346.98,No,Fiber Optic,Bank Transfer,No,0,0
CUST-03530,54,Month-to-Month,76.75,3846.17,Yes,Fiber Optic,Electronic Check,Yes,1,0
CUST-03531,31,Month-to-Month,79.78,2266.78,No,No,Bank Transfer,No,1,1
CUST-03532,8,Month-to-Month,45.09,359.23,No,DSL,Electronic Check,No,2,0
CUST-03533,58,Month-to-Month,28.54,1625.15,Yes,DSL,Mailed Check,No,2,0
CUST-03534,67,One Year,77.77,4730.37,No,Fiber Optic,Mailed Check,Yes,0,0
CUST-03535,71,One Year,83.3,5626.55,No,DSL,Bank Transfer,Yes,3,0
CUST-03536,8,Month-to-Month,88.26,654.32,Yes,DSL,Mailed Check,Yes,2,1
CUST-03537,41,One Year,83.78,3102.51,Yes,No,Mailed Check,No,0,0
CUST-03538,45,Month-to-Month,109.32,4586.01,Yes,Fiber Optic,Credit Card,No,1,0
CUST-03539,6,Month-to-Month,94.93,519.89,No,Fiber Optic,Electronic Check,No,0,1
CUST-03540,69,Two Year,137.0,8718.25,No,No,Credit Card,Yes,0,0
CUST-03541,8,Month-to-Month,147.52,1100.68,Yes,DSL,Mailed Check,Yes,1,1
CUST-03542,20,Two Year,26.05,490.2,No,DSL,Bank Transfer,Yes,1,1
CUST-03543,70,Month-to-Month,15.07,998.83,No,DSL,Electronic Check,No,1,0
CUST-03544,41,Month-to-Month,69.82,2725.27,Yes,DSL,Electronic Check,Yes,0,0
CUST-03545,49,Month-to-Month,82.61,3792.87,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-03546,36,Month-to-Month,68.1,2328.62,No,No,Credit Card,Yes,1,0
CUST-03547,55,Two Year,87.59,4537.01,No,No,Mailed Check,Yes,2,0
CUST-03548,6,Month-to-Month,63.24,378.09,No,Fiber Optic,Electronic Check,Yes,1,1
CUST-03549,49,Two Year,52.65,2339.32,Yes,No,Credit Card,Yes,2,0
CUST-03550,5,Two Year,56.43,270.47,Yes,Fiber Optic,Credit Card,Yes,2,0
CUST-03551,13,One Year,65.0,776.86,Yes,DSL,Bank Transfer,Yes,2,0
CUST-03552,37,Month-to-Month,91.09,3159.83,No,DSL,Electronic Check,Yes,0,1
CUST-03553,33,Month-to-Month,57.83,1821.84,Yes,Fiber Optic,Mailed Check,Yes,1,1
CUST-03554,11,Month-to-Month,62.78,673.99,No,DSL,Credit Card,No,2,0
CUST-03555,58,One Year,84.26,4876.2,No,DSL,Electronic Check,No,3,0
CUST-03556,22,Month-to-Month,65.03,1358.21,Yes,No,Electronic Check,No,1,0
CUST-03557,63,Two Year,97.92,5710.59,No,DSL,Bank Transfer,Yes,2,0
CUST-03558,2,One Year,47.01,92.06,Yes,Fiber Optic,Mailed Check,No,1,0
CUST-03559,18,Month-to-Month,41.59,690.35,Yes,DSL,Electronic Check,Yes,0,1
CUST-03560,22,One Year,77.62,1623.6,No,Fiber Optic,Bank Transfer,Yes,1,1
CUST-03561,43,Month-to-Month,80.11,3391.93,Yes,Fiber Optic,Credit Card,No,0,0
CUST-03562,29,Two Year,48.38,1319.37,Yes,DSL,Credit Card,Yes,1,0
CUST-03563,12,Month-to-Month,103.59,1188.01,No,DSL,Electronic Check,Yes,0,1
CUST-03564,42,Two Year,118.12,4524.25,No,Fiber Optic,Credit Card,Yes,0,0
CUST-03565,69,Two Year,54.3,3393.0,No,Fiber Optic,Bank Transfer,No,1,0
CUST-03566,10,Two Year,107.18,1070.33,Yes,DSL,Electronic Check,No,2,0
CUST-03567,19,Month-to-Month,15.0,261.6,Yes,Fiber Optic,Electronic Check,Yes,2,1
CUST-03568,35,Two Year,96.9,3166.15,Yes,DSL,Credit Card,Yes,1,0
CUST-03569,53,Month-to-Month,48.56,2446.2,Yes,DSL,Electronic Check,Yes,1,1
CUST-03570,10,One Year,94.4,884.95,No,No,Electronic Check,Yes,0,0
CUST-03571,17,Month-to-Month,45.97,710.95,Yes,DSL,Bank Transfer,Yes,1,1
CUST-03572,17,Month-to-Month,68.29,1067.7,No,Fiber Optic,Bank Transfer,Yes,2,0
CUST-03573,45,Month-to-Month,49.75,2125.35,Yes,Fiber Optic,Electronic Check,No,2,0
CUST-03574,6,Month-to-Month,64.65,366.13,No,No,Bank Transfer,No,0,0
CUST-03575,48,Month-to-Month,115.75,5443.88,Yes,DSL,Bank Transfer,Yes,0,0
CUST-03576,31,Two Year,67.3,1942.72,Yes,Fiber Optic,Credit Card,Yes,2,0
CUST-03577,24,Month-to-Month,122.76,2928.66,Yes,Fiber Optic,Bank Transfer,No,1,1
CUST-03578,63,One Year,60.35,3529.37,No,DSL,Electronic Check,Yes,1,0
CUST-03579,59,Month-to-Month,107.29,5906.81,No,DSL,Credit Card,Yes,2,0
CUST-03580,58,One Year,29.36,1694.25,No,No,Bank Transfer,Yes,1,0
CUST-03581,64,One Year,62.84,3957.61,Yes,Fiber Optic,Mailed Check,Yes,0,0
CUST-03582,17,Month-to-Month,56.6,896.48,No,DSL,Electronic Check,Yes,4,1
CUST-03583,62,One Year,108.44,6316.71,No,Fiber Optic,Bank Transfer,Yes,1,0
CUST-03584,13,Two Year,74.63,954.89,No,Fiber Optic,Electronic Check,No,3,0
CUST-03585,24,Two Year,17.8,388.16,No,DSL,Mailed Check,Yes,3,0
CUST-03586,40,Month-to-Month,37.25,1384.91,No,DSL,Electronic Check,No,2,0
CUST-03587,54,Month-to-Month,44.68,2299.7,No,DSL,Bank Transfer,Yes,0,0
CUST-03588,42,One Year,93.35,3853.62,No,Fiber Optic,Electronic Check,Yes,1,0
CUST-03589,41,Month-to-Month,90.13,3534.44,No,Fiber Optic,Bank Transfer,Yes,2,1
CUST-03590,28,Two Year,62.49,1660.45,Yes,DSL,Bank Transfer,No,0,0
CUST-03591,43,Month-to-Month,56.29,2411.3,Yes,Fiber Optic,Mailed Check,Yes,0,0
CUST-03592,35,Two Year,87.91,2804.98,Yes,Fiber Optic,Credit Card,Yes,3,0
CUST-03593,35,Month-to-Month,41.76,1429.45,Yes,Fiber Optic,Mailed Check,Yes,3,1
CUST-03594,43,Month-to-Month,81.44,3196.21,Yes,DSL,Bank Transfer,No,4,0
CUST-03595,44,Two Year,79.31,3396.41,No,DSL,Mailed Check,No,1,0
CUST-03596,24,Two Year,63.14,1446.12,No,No,Credit Card,No,0,0
CUST-03597,10,Two Year,79.94,740.62,No,DSL,Credit Card,Yes,1,0
CUST-03598,22,Two Year,72.55,1523.21,No,DSL,Mailed Check,Yes,3,0
CUST-03599,30,Month-to-Month,82.44,2443.38,Yes,Fiber Optic,Credit Card,Yes,2,0
CUST-03600,12,Month-to-Month,36.65,416.59,Yes,Fiber Optic,Electronic Check,Yes,2,0
CUST-03601,13,Month-to-Month,85.36,999.44,No,No,Credit Card,No,3,1
CUST-03602,69,Month-to-Month,95.67,5978.47,No,Fiber Optic,Mailed Check,No,2,1
CUST-03603,21,Month-to-Month,78.02,1578.23,No,No,Electronic Check,Yes,1,1
CUST-03604,54,Two Year,85.03,4443.74,No,DSL,Bank Transfer,No,1,0
CUST-03605,10,Month-to-Month,67.25,632.27,Yes,No,Electronic Check,Yes,2,0
CUST-03606,71,Month-to-Month,92.28,6055.76,No,DSL,Credit Card,Yes,0,0
CUST-03607,16,Month-to-Month,71.63,1113.53,No,No,Credit Card,Yes,2,1
CUST-03608,29,Month-to-Month,41.3,1114.36,Yes,No,Bank Transfer,Yes,2,0
CUST-03609,57,Month-to-Month,90.51,4681.35,No,Fiber Optic,Electronic Check,Yes,1,1
CUST-03610,15,One Year,29.15,411.44,Yes,Fiber Optic,Credit Card,Yes,2,0
CUST-03611,40,Month-to-Month,77.07,2940.73,Yes,DSL,Credit Card,No,2,1
CUST-03612,57,One Year,60.39,3430.4,Yes,Fiber Optic,Bank Transfer,No,0,0
CUST-03613,2,Two Year,58.8,112.8,No,DSL,Mailed Check,Yes,0,0
